Structure [idcode]	pKa	temp	method	type	group	basicOrAcidic	Row-ID	Neighbor Similarity OrgFunctions 96%	Neighbor Count	Neighbor	Neighbor Analysis X	Neighbor Analysis Y	
daE@QDp@a``N[dfUjz@H@@	11.19	20	potentiometric	a2/apparent		basic	132	1; 1; 1; 1	4	2916; 2915; 2914; 133	0.13171647	-0.7547997	
daE@SDp@a``NRVyIeZn`B@@@	6.46	20	potentiometric	a1/apparent		basic	133	1; 1; 1; 1	4	2916; 2915; 2914; 132	0.114675775	-0.7847787	
daE@`BXHaIfXfiZh@@	2.23	20	potentiometric	a1/apparent	=N-H	basic	134	1; 1; 1; 1; 1	5	7818; 7817; 7302; 2917; 2007	0.50957626	-0.66693753	
daE@`BXIAIf]n``@@@	4.77	20	potentiometric	a1/apparent		basic	135		0		0.2565138	0.5496722	
daE@`BXLQIf]n``@@@	7.15	25	mean from 2	b1/apparent		basic	136		0		0.91490275	0.28125355	
daE@`BxHaIe^f`@`@@	4.83		potentiometric	a/apparent		basic	137	0.95174	1	7815	0.23843078	-0.20317583	
daE@`LH@aIYZfijd@@	8.88	25	potentiometric	a2/apparent		acidic	138	0.95174; 0.95174; 1; 1; 1	5	7823; 7822; 7820; 7819; 139	-0.5006673	0.25756994	
daE@`LH@aIYZfijd@@	6.31	25	potentiometric	a1/apparent		basic	139	0.95174; 0.95174; 1; 1; 1	5	7823; 7822; 7820; 7819; 138	-0.46366143	0.25668073	
daE@aDX@`NRTfUZZ@B@@	1.8		potentiometric	a1/apparent		basic	140	1; 1; 1; 1; 1; 1; 1; 1; 1	9	7826; 7825; 7824; 2925; 2924; 1529; 143; 142; 141	0.42527747	0.017223768	
daE@aDp@`NRTfUjZ@B@@	2.2		potentiometric	a1/apparent		basic	141	1; 1; 1; 1; 1; 1; 1; 1; 1	9	7826; 7825; 7824; 2925; 2924; 1529; 143; 142; 140	0.48155528	0.034669228	
daE@bDX@`NRYUih@H@@	7.3		potentiometric	a2/apparent		basic	142	1; 1; 1; 1; 1; 1; 1; 1; 1	9	7826; 7825; 7824; 2925; 2924; 1529; 143; 140; 141	0.47859386	0.0011713331	
daE@bDp@`NRYVih@H@@	8.0		potentiometric	a2/apparent		basic	143	1; 1; 1; 1; 1; 1; 1; 1; 1	9	7826; 7825; 7824; 2925; 2924; 1529; 140; 141; 142	0.4898763	0.017943598	
daED@BXDR[e[fff@@	3.84	18	potentiometric	a/thermodynamic		acidic	144	1; 1	2	3325; 2928	0.009362934	-0.65691996	
daED@DhNRYYIfjfcB@@	9.0		potentiometric	a2/apparent		basic	145		0		-0.74195254	-0.08520275	
daED@DpNrJJHdsUS@@	11.4	25		a1/apparent	N-H	acidic	146	1	1	2933	-0.60947734	0.6709397	
daEDADHNCnyIe^f`@`@@	13.0	20	potentiometric	a3/apparent		basic	147	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	13	2943; 2942; 2941; 2937; 2936; 1566; 1565; 155; 154; 152; 151; 149; 148	0.35504407	-0.16174537	
daEDADHNJ^yIe^f`@`@@	5.73	22	mean from 3	a1/apparent		acidic	148	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	13	2943; 2942; 2941; 2937; 2936; 1566; 1565; 155; 154; 152; 151; 149; 147	0.32276255	-0.20239872	
daEDADXNZ^yIeVf`@`@@	5.4	20	potentiometric	a/apparent		acidic	149	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	13	2943; 2942; 2941; 2937; 2936; 1566; 1565; 155; 154; 152; 151; 147; 148	0.30930477	-0.18281665	
daEDAHHDbTyInUnZfd@@	10.6		spectrophotometric	a/apparent		acidic	150		0		-0.9325128	-0.288258	
daEDAJXBKjeIf]n``@@@	1.99	20	potentiometric	a1/thermodynamic		basic	151	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	13	2943; 2942; 2941; 2937; 2936; 1566; 1565; 155; 154; 152; 147; 148; 149	0.30029866	-0.16403209	
daEDBDHNRTfUzZ@B@@	-2.2	20	spectrophotometric	a1/apparent		acidic	152	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	13	2943; 2942; 2941; 2937; 2936; 1566; 1565; 155; 154; 147; 148; 149; 151	0.33695	-0.15086219	
daEDBDhNjTfVRYjihp`@	5.9		potentiometric	a1/apparent		acidic	153		0		-0.94785786	-0.040824402	
daEDBJXBKdfYvzB@@@	11.61	20	potentiometric	a3/apparent		acidic	154	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	13	2943; 2942; 2941; 2937; 2936; 1566; 1565; 155; 147; 148; 149; 151; 152	0.34070784	-0.17340721	
daEDBJXBKdfYvzB@@@	7.48	20	potentiometric	a2/apparent		basic	155	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	13	2943; 2942; 2941; 2937; 2936; 1566; 1565; 147; 148; 149; 151; 152; 154	0.31893727	-0.13886115	
daEH@BXDf[Vyii`@	11.85		spectrophotometric	a/apparent		acidic	156		0		0.7334251	0.66029644	
daEH@BhDfYVz@`@@	9.5	20		a2/apparent		acidic	157		0		-0.850798	0.20471421	
daEH@DHDf[Vyje`@	3.16	20	potentiometric	a1/thermodynamic	NH2+	basic	158		0		0.7740881	0.62195116	
daEH@DHDfyVyjjhp`@	8.82		potentiometric	a/apparent		acidic	159	1	1	2957	0.77086645	-0.114266105	
daEH@DXDf[Vyje`@	3.6	25		b1/thermodynamic		basic	160	1; 1	2	2958; 719	0.07064159	0.7546153	
daEH@DxDeeVyjj`@	7.98	25	mean from 3	a1/apparent	NH2%+&	basic	161		0		-0.8720117	-0.16765493	
daEH@JxDimVz`@@@	3.7	20	potentiometric	a/apparent		basic	162		0		0.14021112	0.7799731	
daEH@LXDimVz`@@@	0.75	20	potentiometric	a/thermodynamic		basic	163	1; 1; 1; 1	4	2975; 2974; 165; 164	0.35117108	0.5075769	
daEH@LhDimVz`@@@	2.52	20	potentiometric	a/apparent		basic	164	1; 1; 1; 1	4	2975; 2974; 165; 163	0.3810275	0.49878854	
daEH@LxDimVz`@@@	2.5	20	potentiometric	a/apparent		basic	165	1; 1; 1; 1	4	2975; 2974; 163; 164	0.369094	0.5150961	
daEHADX@yIRYUih@H@@	2.15		potentiometric	a1/apparent		basic	166	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	22	7844; 7843; 7842; 7841; 7840; 7839; 7838; 7835; 7832; 7831; 4653; 3865; 3864; 3846; 3845; 175; 176; 173; 174; 169; 168; 167	0.5139944	0.19663626	
daEHADp@yIRYUih@H@@	3.15		potentiometric	a1/apparent		basic	167	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	22	7844; 7843; 7842; 7841; 7840; 7839; 7838; 7835; 7832; 7831; 4653; 3865; 3864; 3846; 3845; 175; 176; 173; 174; 169; 168; 166	0.5150734	0.25540444	
daEHADp@yIRYe[hB@@@	2.5	20	potentiometric	a/apparent		basic	168	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	22	7844; 7843; 7842; 7841; 7840; 7839; 7838; 7835; 7832; 7831; 4653; 3865; 3864; 3846; 3845; 175; 176; 173; 174; 169; 166; 167	0.49605876	0.1841413	
daEHADx@yIRYe[hB@@@	1.84	20	potentiometric	a/apparent		basic	169	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	22	7844; 7843; 7842; 7841; 7840; 7839; 7838; 7835; 7832; 7831; 4653; 3865; 3864; 3846; 3845; 175; 176; 173; 174; 166; 167; 168	0.4597882	0.2464587	
daEHAHx@zIRYWih@H@@	3.61	23	mean from 2	a2/apparent		basic	170	1	1	2976	0.69088197	0.22636856	
daEHBBXBeIeZf`@`@@	1.74	20	potentiometric	a/apparent		acidic	171	1; 1	2	7837; 7836	0.07824088	-0.8262455	
daEHBDHDeIf]n``@@@	2.1			a/apparent		acidic	172		0		0.12253639	0.9261008	
daEHBDX@yIeVf`@`@@	9.0		potentiometric	a2/apparent		basic	173	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	22	7844; 7843; 7842; 7841; 7840; 7839; 7838; 7835; 7832; 7831; 4653; 3865; 3864; 3846; 3845; 175; 176; 166; 167; 168; 169; 174	0.4889426	0.22505173	
daEHBDXDeIfUn`H@@@	-0.04	20	spectrophotometric	a/apparent		acidic	174	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	22	7844; 7843; 7842; 7841; 7840; 7839; 7838; 7835; 7832; 7831; 4653; 3865; 3864; 3846; 3845; 175; 176; 166; 167; 168; 169; 173	0.45028344	0.2257017	
daEHBDXFeIe^f`@`@@	1.91	20	mean from 2	a/apparent		acidic	175	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	22	7844; 7843; 7842; 7841; 7840; 7839; 7838; 7835; 7832; 7831; 4653; 3865; 3864; 3846; 3845; 166; 167; 168; 169; 173; 174; 176	0.47139233	0.21095556	
daEHBDp@yIeZf`@`@@	9.8		potentiometric	a2/apparent		basic	176	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	22	7844; 7843; 7842; 7841; 7840; 7839; 7838; 7835; 7832; 7831; 4653; 3865; 3864; 3846; 3845; 166; 167; 168; 169; 173; 174; 175	0.47893748	0.19386756	
daEHBHHHeIf]n``@@@	2.67		potentiometric	a/apparent		acidic	177		0		-0.7779961	0.2986839	
daEH`Hh`BLdRbNUSMP@@	6.89	25	potentiometric	a/apparent		acidic	178		0		0.8039238	0.49913102	
daEH`LJ`BLdTTNMSSP@@	4.98	25	potentiometric	a1/thermodynamic		acidic	179	0.95174; 0.95174; 0.95174	3	7827; 7821; 7305	0.26105845	-0.24090092	
daEHaDq`B@ynRYVkh@`@@	12.7		spectrophotometric	a2/apparent		basic	180	0.9615; 1; 1; 1; 1	5	3355; 2986; 1603; 1602; 182	0.28383276	0.5824013	
daEHaDq`Q@yIRYVkh@`@@	7.18		potentiometric	a/apparent		acidic	181		0		-0.34110928	0.64419353	
daEHcDq`B@yI[dfUjz@H@@	7.75		spectrophotometric	a1/apparent		basic	182	0.9615; 1; 1; 1; 1	5	3355; 2986; 1603; 1602; 180	0.26393226	0.6219863	
daF@@@RVU[j@@@@	9.36	24	mean from 13	b1/apparent	NH%+&	basic	183	1; 1; 1	3	2993; 2992; 2991	-0.533211	-0.21906015	
daF@@@RVU[jjj@@	10.52	20	mean from 2	a1/apparent		basic	184	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	21	7676; 7541; 7543; 7421; 7420; 7418; 7253; 6880; 6672; 6041; 5631; 5191; 4741; 4731; 4600; 4090; 3203; 2628; 2294; 1318; 420	0.38309544	0.1840923	
daF@@@RYVih@H@@	4.7	24	mean from 10	a1/apparent	NH3(+)	basic	185	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	23	7846; 4662; 4406; 4391; 4388; 4387; 3900; 3891; 3020; 3000; 2999; 2998; 2997; 2996; 2994; 2995; 2023; 1634; 1633; 1615; 1614; 188; 186	-0.1613993	-0.32040992	
daF@@@RYWih@H@@	5.04	23	mean from 17	b1/apparent	NH%+&	basic	186	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	23	7846; 4662; 4406; 4391; 4388; 4387; 3900; 3891; 3020; 3000; 2999; 2998; 2997; 2996; 2994; 2995; 2023; 1634; 1633; 1615; 1614; 188; 185	-0.19937903	-0.36024874	
daF@@@RYe[fjj@@	9.38		potentiometric	a/apparent		basic	187		0		-0.24145098	0.44017613	
daF@@@RYe[hB@@@	4.45	23	mean from 9	a1/apparent		basic	188	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	23	7846; 4662; 4406; 4391; 4388; 4387; 3900; 3891; 3020; 3000; 2999; 2998; 2997; 2996; 2994; 2995; 2023; 1634; 1633; 1615; 1614; 185; 186	-0.21884327	-0.29775003	
daF@@@RYe[jjjRJDH@	10.6	20	potentiometric	a/thermodynamic		basic	189	1	1	190	0.65481156	-0.09642805	
daF@@@RYe[jjjRJDh@	10.62	20	potentiometric	a/thermodynamic		basic	190	1	1	189	0.6341411	-0.08880644	
daF@@@ReU[jjj@@	10.78	25	potentiometric	a1/apparent	NH3(1+)	basic	191	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	18	7852; 7848; 7680; 7590; 7546; 7424; 7310; 7225; 7223; 6788; 6349; 4802; 4742; 4092; 4091; 3204; 2632; 2631	-0.61627156	0.3342788	
daF@@@ReYJ`@h@@	6.15	25	mean from 5	a1/apparent		basic	192	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	25	7853; 7851; 7849; 7309; 3023; 3022; 3021; 3004; 3003; 3002; 2167; 2165; 2038; 2026; 1636; 1623; 1619; 215; 214; 201; 199; 198; 197; 195; 193	0.257152	0.40317142	
daF@@@Re[J`@h@@	6.53	25	mean from 4	b1/apparent	NH(1+)	basic	193	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	25	7853; 7851; 7849; 7309; 3023; 3022; 3021; 3004; 3003; 3002; 2167; 2165; 2038; 2026; 1636; 1623; 1619; 215; 214; 201; 199; 198; 197; 195; 192	0.25243726	0.4864196	
daF@@@Re]J`@d@@	5.62	25	potentiometric	a/thermodynamic	NH+	basic	194	1; 1; 1	3	3007; 213; 196	-0.65237576	0.11831727	
daF@@@Re]J`@h@@	5.94	25	mean from 5	a1/apparent	NH(+)	basic	195	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	25	7853; 7851; 7849; 7309; 3023; 3022; 3021; 3004; 3003; 3002; 2167; 2165; 2038; 2026; 1636; 1623; 1619; 215; 214; 201; 199; 198; 197; 192; 193	0.28212315	0.45631573	
daF@@@RfUi`HD@@	4.92	25	potentiometric	a/thermodynamic	NH+	basic	196	1; 1; 1	3	3007; 213; 194	-0.6723601	0.122778386	
daF@@@RfUi`HH@@	5.98	25	mean from 5	a1/apparent		basic	197	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	25	7853; 7851; 7849; 7309; 3023; 3022; 3021; 3004; 3003; 3002; 2167; 2165; 2038; 2026; 1636; 1623; 1619; 215; 214; 201; 199; 198; 192; 193; 195	0.2195881	0.4219648	
daF@@@RfVi`HH@@	6.57	25	spectrophotometric	a/thermodynamic	NHE+	basic	198	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	25	7853; 7851; 7849; 7309; 3023; 3022; 3021; 3004; 3003; 3002; 2167; 2165; 2038; 2026; 1636; 1623; 1619; 215; 214; 201; 199; 192; 193; 195; 197	0.2539015	0.42292765	
daF@@@RfWi`HH@@	6.4	25	spectrophotometric	a/thermodynamic	NHE+	basic	199	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	25	7853; 7851; 7849; 7309; 3023; 3022; 3021; 3004; 3003; 3002; 2167; 2165; 2038; 2026; 1636; 1623; 1619; 215; 214; 201; 192; 193; 195; 197; 198	0.26749337	0.43731302	
daF@@@RfWrjYj@@	3.94		spectrophotometric	a/apparent		basic	200	1; 1; 1; 1; 1	5	7864; 7589; 7588; 3008; 3006	-0.41499552	0.34018028	
daF@@@RfYk`H`@@	6.85	26	mean from 9	a1/apparent		basic	201	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	25	7853; 7851; 7849; 7309; 3023; 3022; 3021; 3004; 3003; 3002; 2167; 2165; 2038; 2026; 1636; 1623; 1619; 215; 214; 192; 193; 195; 197; 198; 199	0.23686913	0.4302074	
daF@@@RfYkjjjRDd@	10.99	30	potentiometric	a/apparent	NH2+	basic	202	1	1	2634	-0.73595303	0.62969273	
daF@@@Rfu[fjj@@	9.43		potentiometric	a/apparent		basic	203	1; 1; 1	3	7856; 7854; 3902	0.55340236	0.5200529	
daF@@@Rfu[j@@@@	4.8	23	mean from 13	a1/apparent		basic	204	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	19	6779; 6253; 4396; 4395; 3601; 3013; 3011; 3010; 3005; 2730; 2164; 2030; 2029; 1627; 1625; 1624; 1621; 748; 747	-0.30756554	-0.2439609	
daF@@@RiUkjjj@@	10.68	23	mean from 2	b1/apparent	NH(1+)	basic	205	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	21	7860; 7857; 7688; 7686; 7683; 7594; 7547; 7428; 7425; 7312; 7257; 3736; 3205; 3025; 3016; 2166; 1875; 1630; 429; 334; 207	-0.21995513	-0.23111525	
daF@@@Ri]Jjfj@@	9.6			a/apparent	NH+	basic	206		0		-0.11738135	0.3166614	
daF@@@Ri][jjj@@	10.96	25		a1/apparent		basic	207	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	21	7860; 7857; 7688; 7686; 7683; 7594; 7547; 7428; 7425; 7312; 7257; 3736; 3205; 3025; 3016; 2166; 1875; 1630; 429; 334; 205	-0.189941	-0.24319842	
daF@@@RieIjfj@@	11.88	27	potentiometric	a/apparent	NH+	basic	208	1; 1; 1; 1	4	7861; 3017; 1646; 211	-0.17260052	0.89473546	
daF@@@RieIjjj@@	10.6	27	potentiometric	a/apparent	NH+	basic	209	1; 1; 1; 1; 1; 1; 1; 1; 1; 1	10	7862; 7689; 4412; 3028; 3018; 2735; 1645; 1644; 216; 212	0.27842635	-0.35692397	
daF@@@Rie[jjj@@	11.22	25		a1/apparent		basic	210	1; 1; 1; 1; 1; 1; 1	7	7426; 3909; 3029; 3027; 1880; 1642; 336	0.48638338	-0.2554922	
daF@@@Rig[jfj@@	11.42	25.5	potentiometric	a/apparent	NH+	basic	211	1; 1; 1; 1	4	7861; 3017; 1646; 208	-0.18817379	0.9073263	
daF@@@Rig[jjj@@	10.26	25	potentiometric	a/apparent	NH+	basic	212	1; 1; 1; 1; 1; 1; 1; 1; 1; 1	10	7862; 7689; 4412; 3028; 3018; 2735; 1645; 1644; 216; 209	0.2978546	-0.41646868	
daF@@@rQIPeP@R@@	4.87	25	potentiometric	a/thermodynamic	NH%+&	basic	213	1; 1; 1	3	3007; 194; 196	-0.6578107	0.14014974	
daF@@@rQIPeP@T@@	5.57	25	mean from 3	a1/apparent	NH(+)	basic	214	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	25	7853; 7851; 7849; 7309; 3023; 3022; 3021; 3004; 3003; 3002; 2167; 2165; 2038; 2026; 1636; 1623; 1619; 215; 192; 193; 195; 197; 198; 199; 201	0.2774007	0.39738587	
daF@@@rQQHtpDD@@	6.77	25	mean from 4	a1/apparent		basic	215	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	25	7853; 7851; 7849; 7309; 3023; 3022; 3021; 3004; 3003; 3002; 2167; 2165; 2038; 2026; 1636; 1623; 1619; 192; 193; 195; 197; 198; 199; 201; 214	0.23344547	0.45888272	
daF@@@rRJHduUU@@	9.78		potentiometric	b/apparent		basic	216	1; 1; 1; 1; 1; 1; 1; 1; 1; 1	10	7862; 7689; 4412; 3028; 3018; 2735; 1645; 1644; 209; 212	0.26350987	-0.37437195	
daF@PBBHzHRYUih@H@@	0.55	25	mean from 2	a1/apparent		basic	217		0		0.7724662	0.45591453	
daF@PL@HPHR[e[fjj@@	2.97	23	mean from 2	a1/apparent	S-H	acidic	218	1; 1	2	1323; 431	0.5421108	0.5404169	
daF@`BBHRYg[hH@@@	2.64	23	mean from 9	a1/apparent		basic	219	1; 1; 1	3	3036; 230; 223	0.8858877	-0.07820916	
daF@`BBPRYg[hH@@@	2.96	25	potentiometric	b/thermodynamic		basic	220	1; 1	2	231; 224	-0.597	-0.67019707	
daF@`BCDRYg[hH@@@	2.4	24	mean from 4	b/apparent		basic	221	1; 1; 1; 1; 1; 1; 1	7	3038; 3037; 1671; 1142; 1141; 233; 226	-0.44535255	0.23608613	
daF@`F@HRYWifej@@	1.36	20	mean from 2	a/apparent		basic	222		0		-0.36916772	-0.7622025	
daF@`FBHRYVkh@`@@	3.59	24	mean from 10	a1/thermodynamic	NH3(+)	basic	223	1; 1; 1	3	3036; 230; 219	0.89356947	-0.09879547	
daF@`FBPRYVkh@`@@	3.41	25	potentiometric	b/thermodynamic		basic	224	1; 1	2	231; 220	-0.5764731	-0.6828626	
daF@`FBlRYVkh@`@@	3.59	25	mean from 2	a/apparent		basic	225	1	1	232	0.05834934	0.7384101	
daF@`FCDRYVkh@`@@	3.41	24	mean from 4	apparent		basic	226	1; 1; 1; 1; 1; 1; 1	7	3038; 3037; 1671; 1142; 1141; 233; 221	-0.4245889	0.24448372	
daF@`J@HRfu[j@@@@	4.45	20	potentiometric	a/apparent	NH%+&	basic	227	1; 1	2	229; 228	0.23320456	-0.75370574	
daF@`L@HRfu[j@@@@	3.62	20	potentiometric	apparent	NH+	basic	228	1; 1	2	229; 227	0.21259366	-0.7467748	
daF@`N@HRfu[j@@@@	5.97	20	potentiometric	a/apparent	NH%+&	basic	229	1; 1	2	227; 228	0.21413459	-0.76613694	
daF@`NBHRYWih@H@@	3.96	23	mean from 9	a1/apparent	NH3(+)	basic	230	1; 1; 1	3	3036; 219; 223	0.9086761	-0.08546415	
daF@`NBPRYWih@H@@	4.64	25	potentiometric	b/thermodynamic		basic	231	1; 1	2	220; 224	-0.57798904	-0.66258854	
daF@`NBlRYWih@H@@	3.79	25	mean from 3	a/thermodynamic		basic	232	1	1	225	0.08008715	0.73499537	
daF@`NCDRYWih@H@@	3.79	23	mean from 6	a1/apparent	NH3(+)	basic	233	1; 1; 1; 1; 1; 1; 1	7	3038; 3037; 1671; 1142; 1141; 221; 226	-0.4458353	0.2732064	
daF@bB@HJTfUjZ@B@@	2.27	20	potentiometric	a/apparent		acidic	234	1; 1; 1; 1; 1; 1; 1	7	7878; 7877; 7876; 7875; 7866; 7865; 235	0.6065249	0.21285772	
daF@bD@HRTfYVz@`@@	-1.42	24	mean from 2	a/apparent		acidic	235	1; 1; 1; 1; 1; 1; 1	7	7878; 7877; 7876; 7875; 7866; 7865; 234	0.6258897	0.20565674	
daFD@BADfyVyjZP@	-0.65	25	potentiometric	a1/apparent	COOH	basic	236	1; 1; 1; 1; 1; 1; 1; 1; 1	9	3061; 3060; 3055; 3054; 3053; 3051; 3043; 239; 237	-0.59748757	-0.33755374	
daFD@BADfyVyjZP@	4.35	20	mean from 5	a1/thermodynamic		acidic	237	1; 1; 1; 1; 1; 1; 1; 1; 1	9	3061; 3060; 3055; 3054; 3053; 3051; 3043; 239; 236	-0.57548195	-0.37044156	
daFD@DAdfUjyjf`@	11.43	25	potentiometric	a/thermodynamic		acidic	238	1; 0.95174; 1; 0.95174; 0.95174; 0.95174	6	7879; 7065; 4442; 3933; 1683; 1166	-0.03888125	0.23993383	
daFD@FADfyVyii`@	4.98	20	mean from 2	a1/apparent		acidic	239	1; 1; 1; 1; 1; 1; 1; 1; 1	9	3061; 3060; 3055; 3054; 3053; 3051; 3043; 236; 237	-0.59488535	-0.35906065	
daFD@FCdig|jfV`bd	10.82	25		apparent		acidic	240	1	1	241	-0.3926633	-0.5505461	
daFD@FCdig|jfV`bh	10.85	25		apparent		acidic	241	1	1	240	-0.40736055	-0.56425786	
daFDABAbenRYVkh@`@@	6.4			a/apparent	H%+&	acidic	242	1; 1; 1; 1	4	258; 256; 246; 245	-0.62144953	0.46561313	
daFDADC`{nRYUih@H@@	13.0	20	potentiometric	a3/apparent		basic	243	1; 1; 1; 1	4	253; 252; 244; 247	-0.40044305	-0.47129318	
daFDAF@byiRYg[hH@@@	9.6	22.5	spectrophotometric	a2/apparent	3-hydroxy	acidic	244	1; 1; 1; 1	4	253; 252; 243; 247	-0.39598837	-0.42772722	
daFDAFCfgnRYWih@H@@	5.76	25	potentiometric	a2/apparent		acidic	245	1; 1; 1; 1	4	258; 256; 246; 242	-0.6198039	0.44424602	
daFDAH@hdnRYg[hH@@@	5.98	23	mean from 4	a2/apparent		acidic	246	1; 1; 1; 1	4	258; 256; 242; 245	-0.64088047	0.4707294	
daFDANAf{iRYVkh@`@@	6.5	20	potentiometric	a2/apparent		acidic	247	1; 1; 1; 1	4	253; 252; 243; 244	-0.40454695	-0.44874713	
daFDBBABeInUnZjh@@	1.99	25	mean from 2	b/apparent		acidic	248	1; 1; 1; 1; 1	5	7721; 3074; 2664; 456; 249	-0.11772097	0.54909825	
daFDBBABeInUnZjjLH@	1.94	27	mean from 6	a1/apparent	RR1NH2+	acidic	249	1; 1; 1; 1; 1	5	7721; 3074; 2664; 456; 248	-0.117641166	0.5267984	
daFDBBADyInUnZjh@@	10.61	23	mean from 2	a/apparent		basic	250	1; 1; 1; 1; 1; 1; 1	7	7880; 7726; 3076; 2675; 2674; 462; 251	0.68356436	-0.1491667	
daFDBBADyInUnZjjLH@	10.56	27	mean from 7	a2/apparent	COOH	basic	251	1; 1; 1; 1; 1; 1; 1	7	7880; 7726; 3076; 2675; 2674; 462; 250	0.6953046	-0.10722206	
daFDBDCdeIeVf`@`@@	1.37	20	potentiometric	a1/apparent		acidic	252	1; 1; 1; 1	4	253; 243; 244; 247	-0.38010228	-0.4410458	
daFDBF@feIf]n``@@@	3.6	22.5	spectrophotometric	a1/apparent	4-oxo	acidic	253	1; 1; 1; 1	4	243; 244; 247; 252	-0.38330862	-0.46047884	
daFDBFADyInUnZjh@@	10.72			a2/apparent		basic	254		0		0.77653825	0.51280445	
daFDBFAFeInUnZjh@@	3.38			a1/apparent		acidic	255		0		0.43488872	0.8396626	
daFDBH@heIf]n``@@@	-0.71	23	mean from 4	a1/apparent		acidic	256	1; 1; 1; 1	4	258; 242; 245; 246	-0.6365911	0.4295085	
daFDBHAHeInUnZZd@@	3.25	30	spectrophotometric	a1/apparent		basic	257		0		-0.81971645	-0.5058083	
daFDBHCheIe^f`@`@@	2.4	24	mean from 2	a1/apparent		acidic	258	1; 1; 1; 1	4	242; 245; 246; 256	-0.6383827	0.45088565	
daFD`JK`BLbbbMMTtp@@	6.65		potentiometric	a/apparent		acidic	259		0		-0.4915575	0.649538	
daFD`J[`BDiebjiV`@	2.99	24	mean from 3	a/apparent		acidic	260	1; 1; 1; 1; 1; 1; 1	7	3097; 3095; 3093; 3092; 263; 262; 261	0.10495065	0.60968024	
