CAS number	chemical name	name IUPAC	merck index ref	literature ref	patent date	Launched date	FDA approved	code ATC	solubility	Additional info type	Additional info detail	blood brain barrier	administration	absorption tissue	protein binding	metabolism tissue	metabolism metabolite	daily dose	side effect name	target type	target name	therapeutic class name	therapeutic effect name	Structure [idcode]	Synonyms	T max	protein binding rate	bioavailability	half life time	absorption rate	distribution volume	
38363-32-5	Penbutolol sulfate	(2S)-1-(tert-butylamino)-3-(2-cyclopentylphenoxy)propan-2-ol sulfuric acid	MI, 13, 7153	DICP. 1990 Apr 24(4):403-8	01.12.1981	1981	Yes	C07AA23		Therapeutic classification (according ATC code)	Non-selective beta-blocking agent		Oral	GI tract	Plasmatic proteins	Liver		40	Blurred vision, Bradycardia, Bronchospasm, Dizziness, Dyspnea, Fatigue, Headache, Hypersensitivity reactions, Hypotension, Nausea, Raynaud's syndrome	GPCR	Adrenergic receptor beta	Cardiovascular	Antianginal, Antiarrhythmic, Antihypertensive	eoPtAH@LaXDLBJGElP@cII@xheDheCdcHKEDheDh\dYK@bjdZYUUj`bJJjjjBHhjjjHdEI}@@			80 - 98		5			
73771-04-7	Prednicarbate	[2-[(8S,9S,10R,11S,13S,14S,17R)-17-ethoxycarbonyloxy-11-hydroxy-10,13-dimethyl-3-oxo-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-yl]-2-oxoethyl] propanoate	MI, 13, 7805	Skin Therapy Lett. 2004 Dec-2005 Jan 9(10):5-6, 9	30.12.1980	1986	Yes	D07AC18	EtOH	Chemical classification (according ATC code)	Corticosteroid, potent		Topical	Skin					Burning			Metabolism	Anti-Inflammatory	elVPA@@@KJaemc`\bbRfbTLVRbTJbfrRahXTL|BRJZVjjjjjifjfjkaaBSRFSrAQJ@@								
99592-39-9	Sertaconazole nitrate	1-[2-[(7-chlorobenzo[b]thien-3-yl)methoxy]-2-(2,4-dichlorophenyl)ethyl]-1H-imidazole-(RS) nitrate	MI, 13, 8639	Expert Rev Anti Infect Ther. 2013 Apr 11(4):347-58	18.11.1991	1992	Yes	D01AC14	EtOH, CHCl3, CH3COCH3	Chemical classification (according ATC code)	Imidazole derivative		Topical	Skin, Vagina					Burning, Hypersensitivity reactions, Pruritus			Infectiology, Metabolism	Antibacterial, Antifungal	eoh\BBDCDcaMkg`HaRHZBIh`zWnrJJIJKKJJIJHkPUQcaKHihYZ@`jjjUBBFbbB``@								
135062-02-1	Repaglinide	2-ethoxy-4-[2-[[(1S)-3-methyl-1-(2-piperidin-1-ylphenyl)butyl]amino]-2-oxoethyl]benzoic acid	MI, 13, 8220	Drugs. 2012 Jan 22 72(2):249-72	14.06.1989	1998	Yes	A10BX02					Oral	GI tract	Plasmatic proteins			4	Diarrhoea, Hypoglycemia	Transmembrane receptor	Sulfonylurea receptors K-ATP channels	Endocrinology	Antidiabetic	eh\TB@@OF`DFGLbfbbRrrfTTRbTTUVDTFn~AZBBJfjB`jbhJ@I@@		1	98	63	1		0.46	
55837-27-9	Piretanide	4-phenoxy-3-pyrrolidin-1-yl-5-sulfamoylbenzoic acid	MI, 13, 7575	Drugs. 1985 Jun 29(6):489-530	01.03.1977	1981		C03CA03		Chemical classification (according ATC code), Therapeutic classification (according ATC code)	Sulfonamide, High-ceiling diuretic		Oral	GI tract	Albumin				Anorexia, Asthenia, Diarrhoea, Headache, Hypokalemia, Hypotension, Nausea, Urinary troubles, Vertigo			Cardiovascular	Antihypertensive, Diuretic	fi{QR@LZ`cb\`BLddlTRTRbfbRQdZhv}V``h`i`hB@@			96		1			
3819-00-9	Piperacetazine	1-[10-[3-[4-(2-hydroxyethyl)piperidin-1-yl]propyl]phenothiazin-2-yl]ethanone	MI, 13, 7543	Dis Nerv Syst. 1974 May 35(5):231-6	01.03.1961	1969	Yes	Not yet attributed											Amenorrhoea, Dizziness, Drowsiness, Extrapyramidal syndrome, Mouth dryness, Orthostatic hypotension, Rash, Weight gain			Central Nervous System	Antipsychotic	ek`TDH@NBdc`@cIEEEDdellhcDedjNIKMGAij@H@`jZjjjB@@@								
129-20-4	Oxyphenbutazone	4-butyl-1-(4-hydroxyphenyl)-2-phenylpyrazolidine-3,5-dione	MI, 13, 7041	Jpn J Pharmacol. 1965 Jun 15(2):187-98	15.05.1956	1960 Withdrawn (1985)	Yes	M01AA03		Chemical classification (according ATC code), Therapeutic classification (according ATC code)	Butylpyrazolidine, NSAID		Oral					300	Anorexia, Blurred vision, Diarrhoea, Drowsiness, Epigastric misery, Headache, Hypersensitivity reactions, Irritability, Weight loss	Enzyme	Cyclooxygenase	Metabolism	Anti-inflammatory	fakQ`@DDAkjSLrrlnknQ`RyZuUPL@PDTDLT@@								
17230-88-5	Danazol	(1S,2R,13R,14S,17R,18S)-17-ethynyl-2,18-dimethyl-7-oxa-6-azapentacyclo[11.7.0.02,10.04,8.014,18]icosa-4(8),5,9-trien-17-ol	MI, 12, 2875	Am J Med. 1989 Sep 87(3N):49N-55N	02.06.1964	1974	Yes	G03XA01	CHCl3, EtOH				Oral			Liver	2-hydroxymethyl ethisterone	600	Acne, Anxiety, Headache, Hepatic enzyme levels elevated, Menstrual disturbances, Pruritus, Weight gain			Endocrinology	Anabolic, Antigonadotropin	fiw``@H@[dbTrRTRaRfbTnB\DZpXykRtuUUUUWUSAQRmORJr`@		2			4.7			
73-49-4	Quinethazone	7-chloro-2-ethyl-4-oxo-2,3-dihydro-1H-quinazoline-6-sulfonamide	MI, 13, 8146	Can Med Assoc J. 1966 Jul 9 95(2):62-7	21.03.1961	1963	Yes	C03BA02	CH3COCH3, EtOH	Chemical classification (according ATC code), Therapeutic classification (according ATC code)	Sulfonamide, Low-ceiling diuretic		Oral					50	Dizziness, Hypokalemia, Mouth dryness, Nausea			Cardiovascular	Antihypertensive, Diuretic	fdyqa@IZ}pS`QA@cHhheHeThbqUoPPKESTTKD@@								
31883-05-3	Moricizine hydrochloride	ethyl N-[10-(3-morpholin-4-ylpropanoyl)phenothiazin-2-yl]carbamate hydrochloride	MI, 13, 6291	Cleve Clin J Med. 1992 Jan-Feb 59(1):79-86	12.04.1972	1990 Withdrawn (2007)	Yes	C01BG01	H2O, EtOH				Oral		Plasmatic proteins	Liver		750	Anxiety, Arrhythmia, Dizziness, Headache, Nausea, Tremor, Urinary troubles			Cardiovascular	Antiarrhythmic	eoh\BD@ADj`fng`Hb@HpJJJJIIKZHiJJYII`QQpspyz`B@HFjfjjhH@@		0.5 - 2	95	38	1.5 - 3.5		4	
96-83-3	Iopanoic acid	2-[(3-amino-2,4,6-triiodophenyl)methyl]butanoic acid	MI, 13, 5074	J Clin Endocrinol Metab. 2005 Dec 90(12):6536-40	05.04.1955	1951	Yes	V08AC06		Chemical classification (according ATC code)	Watersoluble, hepatotropic X-ray contrast media		Oral		Albumin	Liver	Glucuronic acid conjugates and inorganic iodide		Haemorrhage, Hypersensitivity reactions, Nausea			Diagnostic	Contrastant	fhq`c@BN|BlEVJkLbbbfbUbbYJBBbjZHZH@@			85 - 100			0 - 15		
32887-03-9	Pivmecillinam hydrochloride	(2,2-Dimethyl-1-oxo-propoxy)methylester 6-[[(hexahydro-1H-azepin-1-yl)methylene]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid hydrochloride	MI, 13, 389	Int J Antimicrob Agents. 2003 Oct 22 Suppl 2:73-8	18.05.1976	1977		J01CA08 		Chemical classification (according ATC code)	Penicillin with extended spectrum		Oral	GI tract	Plasmatic proteins		Mecillinam, pivalic acid, formaldehyde	600	Diarrhoea, Nausea, Rash			Infectiology, Metabolism	Antibacterial	eo`\JD@NMHcKGDa`Hb@HpJJQQEJI[IQIJIZPc`QQ[ZjjjYZjjZjjlLHQAIAY@			10 - 15		6	75		
5714-90-9	Levopropoxyphene napsylate	[4-(dimethylamino)-3-methyl-1,2-diphenylbutan-2-yl] propanoate naphthalene-2-sulfonic acid	MI, 13, 5489	Xenobiotica. 1977 Jun 7(6):377-82	07.06.1977	1962	Yes	Not yet attributed	H2O, MeOH, EtOH, CHCl3													Central Nervous System, Respiratory	Analgesic, Antitussive	enYXJH@GhDLG@`@cIIKDeLdBhdiMEDdmEheQICKKhZVUh@@Ajj`jB@h@@@@@								
129-77-1	Piperidolate hydrochloride	N-Ethyl-3-piperidyl diphenylacetate hydrochloride	MI, 13, 7551	AMA Arch Surg. 1957 Nov 75(5):780-4	03.07.1979			A03AA30	H2O	Chemical classification (according ATC code)	Synthetic anticholinergic, esters with tertiary amino group								Dizziness, Hepatic enzyme levels elevated, Mouth dryness, Mydriasis, Nausea, Palpitations			Neuromuscular	Antispastic	fik`b@GPpBHpIQJJJJIIIJ[GqXmsujj`B`B`hHTh@@								
70-00-8	Trifluridine	1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-(trifluoromethyl)pyrimidine-2,4-dione	MI, 13, 9758	Drugs. 1982 May 23(5):329-53	17.08.1965	1975	Yes	S01AD02					Ocular	Eye					Blurred vision, Burning, Hypersensitivity reactions, Occular irritation			Metabolism	Antiviral	fbuQS@ARxZr\`dDRFICHiCEEdeLdeIW`uTmTuUUXtoPL@@								
6452-73-9	Oxprenolol hydrochloride	1-(propan-2-ylamino)-3-(2-prop-2-enoxyphenoxy)propan-2-ol hydrochloride	MI, 13, 7021	Pharmacotherapy. 1983 Mar-Apr 3(2 Pt 1):68-81	03.06.1966	1968	Yes	C07AA02		Therapeutic classification (according ATC code)	Non-selective beta-blocking agent	Yes	Oral	GI tract	Plasmatic proteins	Liver	Inactive	160	Asthenia, Bradycardia, Bronchospasm, Erectile dysfunction, Hypersensitivity reactions, Hypotension, Insomnia, Nightmare, Raynaud's syndrome	GPCR	Adrenergic receptor beta	Cardiovascular	Antianginal, Antiarrhythmic, Antihypertensive	fbyab@@pxxDQ`TTRbRQtrTdZ`hFJjhaX`@		1 - 2	80 - 90	20 - 75	1 - 3			
103639-04-9	Ondansetron Hydrochloride	1,2,3,9-Tetrahydro-9-methyl-3-[(2-methyl-1 H-imidazol-1-yl)methyl]-4 H carbazol-4-one hydrochloride	MI, 13, 6916	Am J Hosp Pharm. 1994 Mar 15 51(6):762-71	22.09.1987	1990	Yes	A04AA01					Oral	GI tract	Plasmatic proteins			16	Constipation, Headache, Hot flushes	LGIC	Serotonin 3 (5-HT3) receptor	Central Nervous System	Antianemic	fnsqB@MVK@DQ`RbbbbfRVbLWCRu{IVmSPUATLtTBT@@		1.5	70 - 76	60	3		1.86	
550-83-4	Propoxycaine hydrochloride	2-(diethylamino)ethyl 4-amino-2-propoxybenzoate hydrochloride	MI, 13, 7930	Obstet Gynecol. 1961 Jan 17:90-1	27.02.1980		Yes	Not yet attributed	H2O, EtOH, CHCl3											Ion channel	Voltage-gated sodium channel	Central Nervous System	Anesthetic	ffuQb@CIabPHaAYYYUyU]NZ`hJJjh@@								
65141-46-0	Nicorandil	2-[(pyridin-3-ylcarbonyl)amino]ethyl nitrate	MI, 13, 6548	Expert Opin Pharmacother. 2001 May 2(5):845-56	29.04.1980	1983		C01DX16 	DMSO				Oral	GI tract	Plasmatic proteins	Liver	Inactive (2-nicotamidoethanol)	40	Facial flushing, Headache, Nausea, Tachycardia, Vertigo			Cardiovascular	Antianginal, Vasodilator	doBAHXpSAb\yIgUnUmvji`@@@		0.5 - 1	25	75				
21256-18-8	Oxaprozin	3-(4,5-diphenyl-1,3-oxazol-2-yl)propanoic acid	MI, 13, 6993	Expert Opin Pharmacother. 2005 May 6(5):777-85	23.09.1970	1983	Yes	M01AE12		Chemical classification (according ATC code), Therapeutic classification (according ATC code)	Propionic acid derivative, NSAID		Oral	GI tract		Liver		900	Confusion, Depression, Dyspepsia, Gastrointestinal ulceration, Nausea, Photosensitization, Rash, Somnolence	Enzyme	Cyclooxygenase	Central Nervous System, Metabolism	Analgesic, Anti-inflammatory	ffca`@N@PqImYUYeUqRbWMVjfj@@@D@@@		2 - 4	99		40 - 50	80 - 100		
86-34-0	Phensuximide	1-methyl-3-phenylpyrrolidine-2,5-dione	MI, 13, 7345	Epilepsia. 1963 Mar 4:66-76	23.06.1953	Withdrawn (1996)	Yes	N03AD02	H2O, MeOH, EtOH	Chemical classification (according ATC code)	Succinimide derivatives		Oral					2000	Drowsiness, Haematuria, Nausea, Nephrotoxicity, Urinary troubles, Urine coloration			Central Nervous System	Anticonvulsant	dg~D@D@\bbbbtJQ\]mUR@DQa@@								
59017-64-0	Ioxaglic acid 	3-[[2-[[3-[acetyl(methyl)amino]-2,4,6-triiodo-5-(methylcarbamoyl)benzoyl]amino]acetyl]amino]-5-(2-hydroxyethylcarbamoyl)-2,4,6-triiodobenzoate sodium	MI, 13, 5086	Invest Radiol. 1984 Nov-Dec 19(6 Suppl):S289-392	26.06.1980	1985	Yes	V08AB03		Chemical classification (according ATC code)	Watersoluble, nephrotropic, low osmolar X-ray contrast media								Arrhythmia, Confusion, Headache, Hot flushes, Hypersensitivity reactions, Hyperthyroidism, Hypothyroidism, Kidney deficiency, Nausea			Diagnostic	Contrastant	emSZAF@BGBan[OLnbZVUPJqRlLkCjqzlqkLbbbbbbTTILVTJbbffRbcRXt~A``jbYjZf`bBifj@@@								
65473-14-5	Naftifine hydrochloride	(E)-N-methyl-N-(naphthalen-1-ylmethyl)-3-phenylprop-2-en-1-amine hydrochloride	MI, 13, 6381	J Cutan Med Surg. 2008 Mar-Apr 12(2):51-8	31.12.1980	1985	Yes	D01AE22					Topical	Skin					Burning, Erythema, Irritation, Skin dryness			Infectiology, Metabolism	Antifungal	fnc`B@H@bDFeyYV^}sNCfkZjA@`@@@@Py@								
956-03-6	Meprylcaine hydrochloride 	[2-methyl-2-(propylamino)propyl] benzoate hydrochloride		Arch Int Pharmacodyn Ther. 1958 Jul 1 115(4):483-97	17.05.1977			Not yet attributed												Ion channel	Voltage-gated sodium channel	Neuromuscular	Local anesthetic	fdq`b@MPpBHpIQJIIRKUJ\uAATU@@@								
78415-72-2	Milrinone	6-methyl-2-oxo-5-pyridin-4-yl-1H-pyridine-3-carbonitrile	MI, 13, 6219	Basic Res Cardiol. 1989 84 Suppl 1:85-103	01.07.1981	1988	Yes	C01CE02					Parenteral		Plasmatic proteins	Liver		50	Arrhythmia, Headache, Hypotension	Enzyme	Phosphodiesterases	Cardiovascular	Vasodilator	f`qq@@DR|CHheEEcDdscoMTmp@P@@			70		2.3 - 2.4		0.38 - 0.45	
53-46-3	Methantheline bromide	diethyl-methyl-[2-(9H-xanthene-9-carbonyloxy)ethyl]azanium bromide	MI, 13, 5985	J Eur Acad Dermatol Venereol. 2013 Oct 27(10):1278-84	04.06.1963	1951	Yes	A03AB07	H2O, EtOH	Chemical classification (according ATC code)	Synthetic anticholinergic, quaternary ammonium compound		Oral					150	Anxiety, Mouth dryness, Sweat			Neuromuscular	Antispastic	fe{abBKPpxFHCkR`lllrrkW{ipVizuU@E@EPU@@@								
74682-62-5	Ticarcillin sodium	(2S,5R,6R)-6-[2-carboxylato-2-(3-thienyl)acetamido]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0] heptane-2-carboxylate sodium	MI, 13, 9505	Ann Pharmacother. 1998 Jan 32(1):S17-21	20.04.1976	1985	Yes	J01CA13	H2O	Chemical classification (according ATC code)	Penicillin with extended spectrum		Parenteral		Plasmatic proteins	None		15000	Diarrhoea, Fever, Hypersensitivity reactions, Hypokalemia, Nausea, Rash			Infectiology, Metabolism	Antibacterial	fe{PsBMAEIWnc@DQBIz@~gNRIKQQRjJKIJJCAGASfejYjfjjZkAdyIP@		0.5 - 1	45 - 50		1.2		0.2	
52239-63-1	Thiethylperazine dimalate 	2-ethylsulfanyl-10-[3-(4-methylpiperazin-1-yl)propyl]phenothiazine 2-hydroxybutanedioic acid	MI, 13, 9386	Can Med Assoc J. 1965 Feb 20 92:422-3	15.08.1967		Yes	R06AD03		Chemical classification (according ATC code)	Phenothiazine derivative							13	Blurred vision, Dizziness, Extrapyramidal syndrome, Headache, Hypotension, Mouth dryness, Sedation, Seizure, Taste alteration	GPCR	Dopamine D2 receptor	Central Nervous System	Antiemetic, Antivertigo	ekW\ED@NLimkod\RVQ]SP@`HHrQQQQII[KIISIXYSSJ@jZYRcbRsQpZZ`B@HJjjjfjfZjZB@@@								
89-57-6	Mesalamine	5-amino-2-hydroxybenzoic acid	MI, 13, 5931	Arzneimittelforschung. 2012 Feb 62(2):53-8	29.01.1985	1984	Yes	A07EC02	EtOH, H2O	Chemical classification (according ATC code)	Aminosalicylic acid derivative		Oral	Small intestine, Colon		Liver	Acetyl-5-aminosalicylic acid	1500	Cardiac toxicity, Fulminans hepatitis, Hepatic enzyme levels elevated, Hypersensitivity reactions, Interstitial pulmonary fibrosis, Nephrotoxicity			Metabolism	Anti-inflammatory	dmvL@EAFR[f]FV``H@@					1			
39236-46-9	Imidurea	1-[3-(hydroxymethyl)-2,5-dioxoimidazolidin-4-yl]-3-[[[3-(hydroxymethyl)-2,5-dioxoimidazolidin-4-yl]carbamoylamino]methyl]urea	MI, 13, 4939	Contact Dermatitis. 1986 May 14(5):322-4	19.07.1970			Not yet attributed	H2O, MeOH													Infectiology	Antifungal	fmgDH@DXxYt\c@JV`}foHhhddcLdieEEDbLjMjjfZijjYj@@								
103577-45-3	Lansoprazole	2-[[3-methyl-4-(2,2,2-trifluoroethoxy)pyridin-2-yl]methylsulfinyl]-1H-benzimidazole	MI, 13, 5378	Curr Pharm Des. 2013 19(1):67-75	20.02.1986	1992	Yes	A02BC03					Oral	Small intestine	Plasmatic proteins		Sulfoxide	30	Constipation, Diarrhoea, Dizziness, Fatigue, Headache, Hepatic enzyme levels elevated, Mouth dryness, Nausea, Pruritus, Rash	Enzyme	H+/K+ ATPase	Metabolism	Antiulcer	fi{p``BTeCH@alavPGHYIMDdhdeDdfeIpSdabtuP@DAUTA@E@@		1.5 - 2	97	80 - 90	1 - 2			
590-63-6	Bethanechol chloride	2-carbamoyloxypropyl(trimethyl)azanium chloride	MI, 13, 1189	Urology. 1976 Nov 8(5):455-8	22.06.1943	1949	Yes	N07AB02	H2O	Therapeutic classification (according ATC code)	Parasympathomimetic	No	Oral, Parenteral					45	Bronchospasm, Diarrhoea, Facial flushing, Headache, Hypotension, Miosis, Nausea, Sweat, Tachycardia, Urinary troubles			Metabolism		dcUDaBFLBHCaeAYyzZjjhj`@								
427-51-0	Cyproterone acetate	(1R,3aS,3bR,7aR,8aS,8bS,8cS,10aS)-1-Acetyl-5-chloro-8b,10a-dimethyl-7-oxo-1,2,3,3a,3b,7,7a,8,8a,8b,8c,9,10,10a-tetradecahydrocyclopenta[a]cyclopropa[g]phenanthren-1-yl acetate	MI, 13, 2804	Urol Clin North Am. 1991 Feb 18(1):111-22	12.12.1963	1973		G03HA01 					Oral			Liver	15beta-hydroxycyproterone	100	Asthenia, Breast pain, Depression, Hypersensitivity reactions, Migraine, Nausea, Occular irritation, Oedema, Rash, Weight gain			Endocrinology	Antineoplastic, Contraceptive	ekhPBH@CFim`HcHhhdiDheh]EhUEFAIKKO@dljjVjjZjjjfZjaJHpaEHmIY@ee@@		3 - 4			48			
13071-11-9	(R)-Propranolol hydrochloride	(2R)-1-naphthalen-1-yloxy-3-(propan-2-ylamino)propan-2-ol hydrochloride	MI, 13, 7932	Am J Med. 1976 May 31 60(6):837-52	28.10.1963	1964	Yes	C07AA05	H2O, EtOH	New therapeutic use, Reference, Therapeutic classification (according ATC code)	Infantile hemangioma, Exp Ther Med. 2013 Aug 6(2):574-578, Non-selective beta-blocking agent	Yes	Oral	GI tract	Albumin	Liver	Active (4-hydroxypropranolol)	160	Asthenia, Bradycardia, Bronchospasm, Insomnia, Nightmare, Raynaud's syndrome	GPCR	Adrenergic receptor beta	Cardiovascular	Antianginal, Antiarrhythmic, Antihypertensive, Antimigraine	fbe`b@OPTBHpJJIQJJH{ZRLxMA@TAEPPX`@			90		3 - 6		4	
52214-84-3	Ciprofibrate	2-[4-(2,2-dichlorocyclopropyl)phenoxy]-2-methylpropanoic acid	MI, 13, 2336	Atherosclerosis. 1996 Jul 124 Suppl:S83-7	07.03.1974	1985		C10AB08		Therapeutic classification (according ATC code)	Fibrate		Oral	GI tract	Plasmatic proteins	Liver		100	Dizziness, Drowsiness, Dyspepsia, Erectile dysfunction, Hair loss, Headache, Hepatic enzyme levels elevated, Kidney stone, Nausea, Photosensitization, Pruritus	Nuclear receptor	Peroxisome proliferator-activated receptor (PPAR) alpha	Metabolism	Hypocholesterolemic	fdyAa@MAbBHQDIM_JztvBRUUP@UTtPqP@		2	85 - 100		17			
69-57-8	Benzylpenicillin sodium	(2S,5R,6R)-3,3-dimethyl-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate sodium	MI, 13, 7165	J Antimicrob Chemother. 2004 Apr 53(4):675-7	13.06.1950	1942	Yes	J01CE01 	H2O, MeOH	Chemical classification (according ATC code)	Beta-lactamase sensitive penicillin		Parenteral					3600	Diarrhoea, Nausea			Infectiology, Metabolism	Antibacterial	fasPQBFJtZw`AG]@w]gIEHhbeDkLhdaagIU[UUULsP@TXQLSd@@			60		0.5	30		
32795-47-4	Nomifensine maleate	2-methyl-4-phenyl-3,4-dihydro-1H-isoquinolin-8-amine (Z)-but-2-enedioic acid	MI, 12, 6768	Br J Clin Pharmacol. 1977 4Suppl 2:237S-241S	10.05.1968	Launched		N06AX04	DMSO, HCl, H2O									150	Anticholinergic effects, Drowsiness			Central Nervous System	Antidepressant	fe{PP@AQ@agLbfR`LbVbTRfruoYZN[SMUPT@@DDKTPp`								
108579-67-5	Methiazole	methyl N-(6-propan-2-ylsulfanyl-1H-benzimidazol-2-yl)carbamate		Antimicrob Agents Chemother. 2006 Sep 50(9):2966-70	19.08.1980			Not yet attributed														Infectiology, Metabolism	Antihelmintic	fdypb@IFmxH@cIEEDcLeeLIVcTEACTtP@@								
04.10.4199	(S)-propranolol hydrochloride	(2S)-1-naphthalen-1-yloxy-3-(propan-2-ylamino)propan-2-ol hydrochloride	MI, 13, 7932	Am J Med. 1976 May 31 60(6):837-52	10.06.1965	1964	Yes	C07AA05	H2O, EtOH	Therapeutic classification (according ATC code)	Non-selective beta-blocking agent	Yes	Oral	GI tract	Alpha-1-acid glycoprotein	Liver	Active (4-hydroxypropranolol)	160	Asthenia, Bradycardia, Bronchospasm, Insomnia, Nightmare, Raynaud's syndrome	GPCR	Adrenergic receptor beta	Cardiovascular	Antianginal, Antiarrhythmic, Antihypertensive	fbe`b@OPTBHpJJIQJJH{ZRLxMA@TAEPPY@@			90		3 - 6		4	
104015-29-4	(-)-Eseroline fumarate salt	(3aR,8bS)-3,4,8b-trimethyl-2,3a-dihydro-1H-pyrrolo[2,3-b]indol-7-ol (E)-but-2-enedioic acid		J Enzyme Inhib Med Chem. 2002 Oct 17(5):279-85	15.06.1982	Preclinical		Not yet attributed	H2O, MeOH													Central Nervous System	Analgesic	fasQP@@u@agAYELe@UDeLiDd[NCFkVfZ@BjjhiGiEPq@								
68-41-7	D-cycloserine	(4R)-4-Amino-1,2-oxazolidin-3-one	MI, 13, 2780	Curr Pharm Des. 2012 18(35):5659-62	11.12.1956	1952	Yes	J04AB01	H2O, MeOH			Yes	Oral	GI tract				750	Anxiety, Confusion, Dizziness, Drowsiness, Fever, Headache, Nausea, Nightmare, Pruritus, Seizure			Infectiology, Metabolism	Antibacterial	gOt`EPTfVKZjid@		3 - 4			10			
94-07-5	(+,-)-Synephrine	4-[1-hydroxy-2-(methylamino)ethyl]phenol	MI, 13, 9104	Phytother Res. 2011 Oct 25(10):1421-8	18.08.1976			C01CA08 					Oral					200	Arrhythmia, Dizziness, Glaucoma, Headache, Hypertension, Sweat			Cardiovascular	Vasoconstrictor	dcND@E@TfUvvf`@jhcb@@		1 - 2			2			
339-72-0	(S)-(-)-Cycloserine	(4S)-4-Amino-1,2-oxazolidin-3-one	MI, 13, 2780	Can J Physiol Pharmacol. 1978 Feb 56(1):62-8	11.12.1956	1952	Yes	J04AB01	H2O, MeOH			Yes	Oral	GI tract				750	Anxiety, Confusion, Dizziness, Drowsiness, Fever, Headache, Nausea, Nightmare, Pruritus, Seizure			Infectiology, Metabolism	Antibacterial	gOt`EPTfVKZjih@		3 - 4			10			
77086-22-7	Dizocilpine maleate	[5R,10S]-[+]-5-methyl-10,11- dihydro-5H-dibenzo[a,d]cyclohepten-5,10-imine maleate	MI, 12, 3451	Oxid Med Cell Longev. 2010 Jan-Feb 3(1):13-22	11.04.1979	Phase II		Not yet attributed	H2O										Hallucinations			Central Nervous System	Anticonvulsant	fi{`P@A@PsfQSIPFJQQQ[IIF]xMQmztsUUP@@A@bTUHXP								
118-56-9	Homosalate	(3,3,5-trimethylcyclohexyl) 2-hydroxybenzoate	MI, 13, 4759	J Chromatogr B Analyt Technol Biomed Life Sci. 2013 Oct 1 936:80-7	13.03.1979			Not yet attributed											Irritation, Mucosal irritation			Dermatology	Radioprotectant	fleA`@@HddrsLk}NgV|uATEETP@@								
4910-46-7	Spaglumic acid	2-[(2-acetamido-3-carboxypropanoyl)amino]pentanedioic acid		Allergol Immunopathol (Madr). 1997 Sep-Oct 25(5):233-7	15.04.1987			R01AC05	H2O				Ocular						Burning			Allergology, Cardiovascular	Antiallergic, Vasodilator	fjePH@BZ@`RoArWHihdhiUEDUFjifjZfQbF`@								
95635-55-5	Ranolazine	N-(2,6-dimethylphenyl)-2-[4-[2-hydroxy-3-(2-methoxyphenoxy)propyl]piperazin-1-yl]acetamide	MI, 13, 8199	Am J Cardiovasc Drugs. 2013 Feb 13(1):5-16	28.11.1984	2006	Yes	C01EB18										1500	Arthralgia, Constipation, Cough, Dizziness, Dyspnea, Fatigue, Headache, Nausea, Oedema			Cardiovascular	Antianginal	eoh\B@@DJH`BfelbbRbbbbRiRfRbbRLB|bN^ZhJHjJjhHHH`rh@@								
2447-57-6	Sulfadoxine	Amino-4 N-(dimethoxy-5,6 pyrimidinyl-4)benzenesulfonamide	MI, 13, 8991	Lancet. 2009 Oct 31 374(9700):1533-42	14.01.1974	1971	Yes	QJ01EQ13	H2O, EtOH, MeOH	Human use, Veterinary use	Association with Pyrimethamine (Prestw-37), Cattle		Oral			Liver			Hypersensitivity reactions			Infectiology, Metabolism	Antibacterial	fjmHR@LBCfBKI@DYIHUEDdhldcks`kT@@PET@@@								
5870-29-1	Cyclopentolate hydrochloride	2-(dimethylamino)ethyl 2-(1-hydroxycyclopentyl)-2-phenylacetate hydrochloride	MI, 13, 2775	Ophthalmic Physiol Opt. 1991 Jan 11(1):16-21	29.05.1951	1975	Yes	S01FA04	H2O, EtOH	Therapeutic classification (according ATC code)	Anticholinergic		Ocular	Eye					Confusion, Constipation, Excitation, Glaucoma, Hallucinations, Mouth dryness, Mydriasis, Occular irritation, Seizure, Somnolence, Tachycardia			Metabolism		ffmab@GPqhDP`llltkkHZqRuUAUAUAPHP@								
50-27-1	Estriol	(8R,9S,13S,14S,16R,17R)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,16,17-triol	MI, 13, 3742	Acta Endocrinol Suppl (Copenh). 1980 233:51-6	22.03.1962			G03CA04 	EtOH, CHCl3				Oral			Liver		2	Breast pain, Menstrual disturbances, Nausea	Nuclear receptor	Estrogen receptor	Endocrinology		fjcA`@@YJdrmkZwKtYIUgAS@AUUUUQTpRUCQrBdh@								
